timestamp,temperature,air_pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_degrees,owm_weather_id_enc,owm_weather_main_enc,owm_weather_description_enc,owm_weather_icon_enc
1745418766,18.88,1024,40,5.0,0,10000,3.6,90,0,0,0,1
1745419358,19.41,1024,41,5.83,0,10000,2.06,30,0,0,0,1
1745421786,19.72,1024,37,4.64,0,10000,3.1,110,0,0,0,1
1745422366,19.98,1024,36,4.47,0,10000,2.06,10,0,0,0,1
1745422958,20.41,1024,35,4.45,0,10000,0.89,119,0,0,0,1
1745425386,20.82,1024,33,3.97,0,10000,1.54,290,0,0,0,1
1745425966,20.74,1024,34,4.33,0,10000,2.06,140,0,0,0,1
1745426558,21.44,1024,32,4.08,0,10000,3.6,120,0,0,0,1
1745428986,22.25,1024,30,3.86,0,10000,2.06,140,0,0,0,1
1745429566,22.77,1024,31,4.78,0,10000,3.09,60,0,0,0,1
1745430158,22.9,1024,29,3.94,0,10000,3.09,110,0,0,0,1
1745432586,23.26,1024,27,3.24,0,10000,3.09,110,0,0,0,1
1745433166,23.28,1024,26,2.72,0,10000,1.54,110,0,0,0,1
1745433758,23.33,1024,27,3.3,0,10000,1.54,240,0,0,0,1
1745436186,23.92,1024,25,2.71,0,10000,1.54,360,5,3,5,7
1745436766,23.77,1023,25,2.59,0,10000,1.54,360,0,0,0,1
1745437358,24.3,1023,24,2.46,0,10000,3.09,140,0,0,0,1
1745439786,24.35,1023,24,2.5,0,10000,2.6,110,0,0,0,1
1745440366,24.31,1023,24,2.47,0,10000,3.6,90,0,0,0,1
1745440958,24.42,1023,25,3.14,0,10000,3.09,70,0,0,0,1
1745443386,24.32,1023,26,3.61,0,10000,2.6,110,0,0,0,1
1745443966,23.78,1023,25,2.6,0,10000,2.1,90,0,0,0,1
1745444558,23.77,1023,25,2.59,0,10000,3.1,140,0,0,0,1
1745446986,23.16,1023,32,5.58,0,10000,1.54,130,0,0,0,1
1745447566,22.11,1023,26,1.73,0,10000,3.6,110,0,0,0,1
1745448158,22.11,1023,28,2.77,0,10000,4.12,110,0,0,0,1
1745450586,21.23,1023,37,5.97,0,10000,2.6,130,0,0,0,1
1745451166,20.1,1023,34,3.77,0,10000,3.6,120,0,0,0,1
1745451758,19.1,1023,37,4.09,0,10000,2.1,140,0,0,0,1
1745454186,17.63,1023,51,7.38,0,10000,1.54,140,0,0,0,0
1745454766,16.13,1023,56,7.36,0,10000,0.0,0,0,0,0,0
1745455358,17.2,1023,53,7.55,5,-1,2.44,140,0,0,0,0
1745457786,16.16,1023,58,7.9,0,10000,0.0,0,0,0,0,0
1745458366,15.79,1024,60,8.05,0,10000,0.0,0,0,0,0,0
1745458958,15.33,1024,62,8.1,0,10000,0.0,0,0,0,0,0
1745461386,14.51,1024,67,8.46,0,10000,0.0,0,0,0,0,0
1745461966,14.41,1024,68,8.59,0,10000,0.45,145,0,0,0,0
1745462558,14.06,1024,70,8.68,0,10000,0.45,122,0,0,0,0
1745464986,14.02,1024,73,9.26,0,10000,0.0,0,0,0,0,0
1745465566,13.95,1024,74,9.4,0,10000,0.0,0,0,0,0,0
1745466158,13.81,1024,74,9.26,0,10000,1.54,170,0,0,0,0
1745468586,13.2,1024,77,9.26,48,-1,2.32,158,2,1,2,3
1745469166,12.87,1024,78,9.13,0,10000,0.0,0,0,0,0,0
